,text,polarity
1576,Stick to the gulab jamun.,positive
1577,Will go back but only sate those homesick stomach cravings!,positive
1578,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,positive
1579,If you like spicy food get the chicken vindaloo.,positive
1580,It's very spicy but not offensive.,neutral
1581,We will definitely go back.,positive
1582,Sapphire is the only Indian restaurant I go to when I'm in NYC.,positive
1583,"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",positive
1584,"The staff has always been attentive and kind, and I've always been amazed at how they've handled all the various different group sizes that come in.",positive
1585,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",positive
1586,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,positive
1587,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,positive
1588,"When going out for a nice dinner, I like a nice ambiance as well as very good food.",neutral
1589,"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",negative
1590,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",positive
1591,"The main course had an average portion, and was decent overall.",positive
1592,"The bread and lamb chops I had before the meal were quite good, however.",positive
1593,"The beverages were excellent, and the dessert was good.",positive
1594,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",negative
1595,"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",positive
1596,"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",positive
1597,"i've been to sapphire twice and both times the food was fine, if not good.",positive
1598,"stick with the chicken, beef, and lamb dishes.",positive
1599,i don't usually order wine with indian so i can't comment on their wine list or their wines.,neutral
1600,instead ordered an ice cold beer which to me works with indian.,neutral
1601,"service is friendly, and never had a problem walking in and getting a table.",positive
1602,i would recommend reservations on weekends though.,neutral
1603,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",negative
1604,I've lived in NY for 5 years and this place has it all.,positive
1605,"Great food, good size menu, great service and an unpretensious setting.",positive
1606,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",positive
1607,I'm glad I was introduced to this place and this is a rare gem in NY.,positive
1608,The sides were ok and incredibly salty.,negative
1609,The Singapore Mai Fun had NO curry flavor whatsoever.,negative
1610,The soup for the udon was soy sauce and water.,negative
1611,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",negative
1612,I have to agree with the previous reviewer.,neutral
1613,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",negative
1614,The staff ignored my friends and I the entire time we were there.,negative
1615,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",negative
1616,The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,negative
1617,The steak was very fatty and the sauce was overpowering and not very tasty.,negative
1618,The strong scents coming from the left and right of me negatively affected my taste buds.,negative
1619,"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",negative
1620,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",positive
1621,The sushi is average and the prices are anything but.,negative
1622,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,neutral
1623,The sushi was awful!,negative
1624,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",negative
1625,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.,negative
